label,img-1,img-2,img_1_path,img_2_path,actual_result,result
Camila Cabello,Camila Cabello_69.jpg,Dwayne Johnson_2.jpg,./Images/Camila Cabello/Camila Cabello_69.jpg,./Images/Dwayne Johnson/Dwayne Johnson_2.jpg,False,False
Hugh Jackman,Hugh Jackman_6.jpg,Amitabh Bachchan_31.jpg,./Images/Hugh Jackman/Hugh Jackman_6.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_31.jpg,False,False
Dwayne Johnson,Dwayne Johnson_17.jpg,Courtney Cox_74.jpg,./Images/Dwayne Johnson/Dwayne Johnson_17.jpg,./Images/Courtney Cox/Courtney Cox_74.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_30.jpg,Brad Pitt_68.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_30.jpg,./Images/Brad Pitt/Brad Pitt_68.jpg,False,False
Jessica Alba,Jessica Alba_95.jpg,Alexandra Daddario_52.jpg,./Images/Jessica Alba/Jessica Alba_95.jpg,./Images/Alexandra Daddario/Alexandra Daddario_52.jpg,False,False
Natalie Portman,Natalie Portman_81.jpg,Andy Samberg_61.jpg,./Images/Natalie Portman/Natalie Portman_81.jpg,./Images/Andy Samberg/Andy Samberg_61.jpg,False,False
Akshay Kumar,Akshay Kumar_4.jpg,Alexandra Daddario_24.jpg,./Images/Akshay Kumar/Akshay Kumar_4.jpg,./Images/Alexandra Daddario/Alexandra Daddario_24.jpg,False,False
Marmik,Marmik_1.jpg,Zac Efron_56.jpg,./Images/Marmik/Marmik_1.jpg,./Images/Zac Efron/Zac Efron_56.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_40.jpg,Vijay Deverakonda_30.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_40.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_30.jpg,False,False
Brad Pitt,Brad Pitt_44.jpg,Lisa Kudrow_55.jpg,./Images/Brad Pitt/Brad Pitt_44.jpg,./Images/Lisa Kudrow/Lisa Kudrow_55.jpg,False,False
Camila Cabello,Camila Cabello_80.jpg,Amitabh Bachchan_52.jpg,./Images/Camila Cabello/Camila Cabello_80.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_52.jpg,False,False
Vijay Deverakonda,Vijay Deverakonda_56.jpg,Akshay Kumar_15.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_56.jpg,./Images/Akshay Kumar/Akshay Kumar_15.jpg,False,False
Akshay Kumar,Akshay Kumar_2.jpg,Virat Kohli_34.jpg,./Images/Akshay Kumar/Akshay Kumar_2.jpg,./Images/Virat Kohli/Virat Kohli_34.jpg,False,False
Tom Cruise,Tom Cruise_55.jpg,Natalie Portman_82.jpg,./Images/Tom Cruise/Tom Cruise_55.jpg,./Images/Natalie Portman/Natalie Portman_82.jpg,False,False
Camila Cabello,Camila Cabello_78.jpg,Ellen Degeneres_0.jpg,./Images/Camila Cabello/Camila Cabello_78.jpg,./Images/Ellen Degeneres/Ellen Degeneres_0.jpg,False,False
Akshay Kumar,Akshay Kumar_38.jpg,Zac Efron_22.jpg,./Images/Akshay Kumar/Akshay Kumar_38.jpg,./Images/Zac Efron/Zac Efron_22.jpg,False,False
Camila Cabello,Camila Cabello_32.jpg,Kashyap_12.jpg,./Images/Camila Cabello/Camila Cabello_32.jpg,./Images/Kashyap/Kashyap_12.jpg,False,False
Anushka Sharma,Anushka Sharma_16.jpg,Priyanka Chopra_76.jpg,./Images/Anushka Sharma/Anushka Sharma_16.jpg,./Images/Priyanka Chopra/Priyanka Chopra_76.jpg,False,False
Charlize Theron,Charlize Theron_47.jpg,Dwayne Johnson_20.jpg,./Images/Charlize Theron/Charlize Theron_47.jpg,./Images/Dwayne Johnson/Dwayne Johnson_20.jpg,False,False
Vijay Deverakonda,Vijay Deverakonda_1.jpg,Charlize Theron_45.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_1.jpg,./Images/Charlize Theron/Charlize Theron_45.jpg,False,False
Vijay Deverakonda,Vijay Deverakonda_91.jpg,Billie Eilish_27.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_91.jpg,./Images/Billie Eilish/Billie Eilish_27.jpg,False,False
Zac Efron,Zac Efron_28.jpg,Roger Federer_55.jpg,./Images/Zac Efron/Zac Efron_28.jpg,./Images/Roger Federer/Roger Federer_55.jpg,False,False
Elizabeth Olsen,Elizabeth Olsen_0.jpg,Robert Downey Jr_9.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_0.jpg,./Images/Robert Downey Jr/Robert Downey Jr_9.jpg,False,True
Akshay Kumar,Akshay Kumar_33.jpg,Brad Pitt_106.jpg,./Images/Akshay Kumar/Akshay Kumar_33.jpg,./Images/Brad Pitt/Brad Pitt_106.jpg,False,False
Lisa Kudrow,Lisa Kudrow_3.jpg,Camila Cabello_40.jpg,./Images/Lisa Kudrow/Lisa Kudrow_3.jpg,./Images/Camila Cabello/Camila Cabello_40.jpg,False,False
Ellen Degeneres,Ellen Degeneres_27.jpg,Priyanka Chopra_63.jpg,./Images/Ellen Degeneres/Ellen Degeneres_27.jpg,./Images/Priyanka Chopra/Priyanka Chopra_63.jpg,False,False
Robert Downey Jr,Robert Downey Jr_28.jpg,Margot Robbie_6.jpg,./Images/Robert Downey Jr/Robert Downey Jr_28.jpg,./Images/Margot Robbie/Margot Robbie_6.jpg,False,False
Akshay Kumar,Akshay Kumar_28.jpg,Margot Robbie_11.jpg,./Images/Akshay Kumar/Akshay Kumar_28.jpg,./Images/Margot Robbie/Margot Robbie_11.jpg,False,False
Elizabeth Olsen,Elizabeth Olsen_37.jpg,Kashyap_26.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_37.jpg,./Images/Kashyap/Kashyap_26.jpg,False,False
Claire Holt,Claire Holt_80.jpg,Alia Bhatt_20.jpg,./Images/Claire Holt/Claire Holt_80.jpg,./Images/Alia Bhatt/Alia Bhatt_20.jpg,False,False
Kashyap,Kashyap_24.jpg,Elizabeth Olsen_5.jpg,./Images/Kashyap/Kashyap_24.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_5.jpg,False,False
Henry Cavill,Henry Cavill_70.jpg,Margot Robbie_1.jpg,./Images/Henry Cavill/Henry Cavill_70.jpg,./Images/Margot Robbie/Margot Robbie_1.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_45.jpg,Dwayne Johnson_53.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_45.jpg,./Images/Dwayne Johnson/Dwayne Johnson_53.jpg,False,False
Hrithik Roshan,Hrithik Roshan_42.jpg,Akshay Kumar_48.jpg,./Images/Hrithik Roshan/Hrithik Roshan_42.jpg,./Images/Akshay Kumar/Akshay Kumar_48.jpg,False,False
Tom Cruise,Tom Cruise_9.jpg,Amitabh Bachchan_39.jpg,./Images/Tom Cruise/Tom Cruise_9.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_39.jpg,False,False
Priyanka Chopra,Priyanka Chopra_101.jpg,Charlize Theron_10.jpg,./Images/Priyanka Chopra/Priyanka Chopra_101.jpg,./Images/Charlize Theron/Charlize Theron_10.jpg,False,False
Margot Robbie,Margot Robbie_55.jpg,Priyanka Chopra_69.jpg,./Images/Margot Robbie/Margot Robbie_55.jpg,./Images/Priyanka Chopra/Priyanka Chopra_69.jpg,False,False
Natalie Portman,Natalie Portman_11.jpg,Elizabeth Olsen_57.jpg,./Images/Natalie Portman/Natalie Portman_11.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_57.jpg,False,False
Marmik,Marmik_11.jpg,Hrithik Roshan_60.jpg,./Images/Marmik/Marmik_11.jpg,./Images/Hrithik Roshan/Hrithik Roshan_60.jpg,False,False
Alia Bhatt,Alia Bhatt_64.jpg,Zac Efron_88.jpg,./Images/Alia Bhatt/Alia Bhatt_64.jpg,./Images/Zac Efron/Zac Efron_88.jpg,False,False
Robert Downey Jr,Robert Downey Jr_33.jpg,Lisa Kudrow_6.jpg,./Images/Robert Downey Jr/Robert Downey Jr_33.jpg,./Images/Lisa Kudrow/Lisa Kudrow_6.jpg,False,False
Priyanka Chopra,Priyanka Chopra_57.jpg,Charlize Theron_21.jpg,./Images/Priyanka Chopra/Priyanka Chopra_57.jpg,./Images/Charlize Theron/Charlize Theron_21.jpg,False,False
Henry Cavill,Henry Cavill_35.jpg,Hugh Jackman_16.jpg,./Images/Henry Cavill/Henry Cavill_35.jpg,./Images/Hugh Jackman/Hugh Jackman_16.jpg,False,False
Billie Eilish,Billie Eilish_42.jpg,Alexandra Daddario_5.jpg,./Images/Billie Eilish/Billie Eilish_42.jpg,./Images/Alexandra Daddario/Alexandra Daddario_5.jpg,False,False
Billie Eilish,Billie Eilish_23.jpg,Amitabh Bachchan_12.jpg,./Images/Billie Eilish/Billie Eilish_23.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_12.jpg,False,False
Alia Bhatt,Alia Bhatt_20.jpg,Margot Robbie_52.jpg,./Images/Alia Bhatt/Alia Bhatt_20.jpg,./Images/Margot Robbie/Margot Robbie_52.jpg,False,False
Brad Pitt,Brad Pitt_43.jpg,Andy Samberg_58.jpg,./Images/Brad Pitt/Brad Pitt_43.jpg,./Images/Andy Samberg/Andy Samberg_58.jpg,False,False
Lisa Kudrow,Lisa Kudrow_21.jpg,Vijay Deverakonda_84.jpg,./Images/Lisa Kudrow/Lisa Kudrow_21.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_84.jpg,False,False
Billie Eilish,Billie Eilish_7.jpg,Elizabeth Olsen_21.jpg,./Images/Billie Eilish/Billie Eilish_7.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_21.jpg,False,False
Zac Efron,Zac Efron_72.jpg,Elizabeth Olsen_48.jpg,./Images/Zac Efron/Zac Efron_72.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_48.jpg,False,False
Courtney Cox,Courtney Cox_14.jpg,Billie Eilish_60.jpg,./Images/Courtney Cox/Courtney Cox_14.jpg,./Images/Billie Eilish/Billie Eilish_60.jpg,False,False
Camila Cabello,Camila Cabello_51.jpg,Brad Pitt_6.jpg,./Images/Camila Cabello/Camila Cabello_51.jpg,./Images/Brad Pitt/Brad Pitt_6.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_51.jpg,Zac Efron_13.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_51.jpg,./Images/Zac Efron/Zac Efron_13.jpg,False,False
Anushka Sharma,Anushka Sharma_53.jpg,Natalie Portman_18.jpg,./Images/Anushka Sharma/Anushka Sharma_53.jpg,./Images/Natalie Portman/Natalie Portman_18.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_57.jpg,Brad Pitt_86.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_57.jpg,./Images/Brad Pitt/Brad Pitt_86.jpg,False,False
Alexandra Daddario,Alexandra Daddario_1.jpg,Alia Bhatt_24.jpg,./Images/Alexandra Daddario/Alexandra Daddario_1.jpg,./Images/Alia Bhatt/Alia Bhatt_24.jpg,False,False
Marmik,Marmik_12.jpg,Margot Robbie_14.jpg,./Images/Marmik/Marmik_12.jpg,./Images/Margot Robbie/Margot Robbie_14.jpg,False,False
Courtney Cox,Courtney Cox_51.jpg,Claire Holt_41.jpg,./Images/Courtney Cox/Courtney Cox_51.jpg,./Images/Claire Holt/Claire Holt_41.jpg,False,False
Claire Holt,Claire Holt_24.jpg,Hrithik Roshan_3.jpg,./Images/Claire Holt/Claire Holt_24.jpg,./Images/Hrithik Roshan/Hrithik Roshan_3.jpg,False,False
Margot Robbie,Margot Robbie_35.jpg,Claire Holt_39.jpg,./Images/Margot Robbie/Margot Robbie_35.jpg,./Images/Claire Holt/Claire Holt_39.jpg,False,False
Jessica Alba,Jessica Alba_84.jpg,Akshay Kumar_44.jpg,./Images/Jessica Alba/Jessica Alba_84.jpg,./Images/Akshay Kumar/Akshay Kumar_44.jpg,False,False
Lisa Kudrow,Lisa Kudrow_44.jpg,Courtney Cox_28.jpg,./Images/Lisa Kudrow/Lisa Kudrow_44.jpg,./Images/Courtney Cox/Courtney Cox_28.jpg,False,False
Courtney Cox,Courtney Cox_53.jpg,Margot Robbie_7.jpg,./Images/Courtney Cox/Courtney Cox_53.jpg,./Images/Margot Robbie/Margot Robbie_7.jpg,False,False
Charlize Theron,Charlize Theron_54.jpg,Kashyap_15.jpg,./Images/Charlize Theron/Charlize Theron_54.jpg,./Images/Kashyap/Kashyap_15.jpg,False,False
Elizabeth Olsen,Elizabeth Olsen_0.jpg,Roger Federer_13.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_0.jpg,./Images/Roger Federer/Roger Federer_13.jpg,False,False
Lisa Kudrow,Lisa Kudrow_63.jpg,Hrithik Roshan_52.jpg,./Images/Lisa Kudrow/Lisa Kudrow_63.jpg,./Images/Hrithik Roshan/Hrithik Roshan_52.jpg,False,False
Natalie Portman,Natalie Portman_47.jpg,Priyanka Chopra_94.jpg,./Images/Natalie Portman/Natalie Portman_47.jpg,./Images/Priyanka Chopra/Priyanka Chopra_94.jpg,False,False
Camila Cabello,Camila Cabello_46.jpg,Roger Federer_76.jpg,./Images/Camila Cabello/Camila Cabello_46.jpg,./Images/Roger Federer/Roger Federer_76.jpg,False,False
Ellen Degeneres,Ellen Degeneres_74.jpg,Claire Holt_43.jpg,./Images/Ellen Degeneres/Ellen Degeneres_74.jpg,./Images/Claire Holt/Claire Holt_43.jpg,False,False
Margot Robbie,Margot Robbie_4.jpg,Courtney Cox_12.jpg,./Images/Margot Robbie/Margot Robbie_4.jpg,./Images/Courtney Cox/Courtney Cox_12.jpg,False,False
Tom Cruise,Tom Cruise_35.jpg,Marmik_20.jpg,./Images/Tom Cruise/Tom Cruise_35.jpg,./Images/Marmik/Marmik_20.jpg,False,False
Elizabeth Olsen,Elizabeth Olsen_20.jpg,Kashyap_24.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_20.jpg,./Images/Kashyap/Kashyap_24.jpg,False,False
Vijay Deverakonda,Vijay Deverakonda_89.jpg,Akshay Kumar_24.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_89.jpg,./Images/Akshay Kumar/Akshay Kumar_24.jpg,False,False
Brad Pitt,Brad Pitt_99.jpg,Kashyap_28.jpg,./Images/Brad Pitt/Brad Pitt_99.jpg,./Images/Kashyap/Kashyap_28.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_12.jpg,Brad Pitt_21.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_12.jpg,./Images/Brad Pitt/Brad Pitt_21.jpg,False,False
Claire Holt,Claire Holt_36.jpg,Kashyap_6.jpg,./Images/Claire Holt/Claire Holt_36.jpg,./Images/Kashyap/Kashyap_6.jpg,False,False
Brad Pitt,Brad Pitt_97.jpg,Robert Downey Jr_102.jpg,./Images/Brad Pitt/Brad Pitt_97.jpg,./Images/Robert Downey Jr/Robert Downey Jr_102.jpg,False,False
Courtney Cox,Courtney Cox_79.jpg,Zac Efron_55.jpg,./Images/Courtney Cox/Courtney Cox_79.jpg,./Images/Zac Efron/Zac Efron_55.jpg,False,False
Anushka Sharma,Anushka Sharma_65.jpg,Natalie Portman_88.jpg,./Images/Anushka Sharma/Anushka Sharma_65.jpg,./Images/Natalie Portman/Natalie Portman_88.jpg,False,False
Henry Cavill,Henry Cavill_46.jpg,Tom Cruise_25.jpg,./Images/Henry Cavill/Henry Cavill_46.jpg,./Images/Tom Cruise/Tom Cruise_25.jpg,False,False
Tom Cruise,Tom Cruise_31.jpg,Dwayne Johnson_22.jpg,./Images/Tom Cruise/Tom Cruise_31.jpg,./Images/Dwayne Johnson/Dwayne Johnson_22.jpg,False,False
Charlize Theron,Charlize Theron_54.jpg,Brad Pitt_66.jpg,./Images/Charlize Theron/Charlize Theron_54.jpg,./Images/Brad Pitt/Brad Pitt_66.jpg,False,False
Jessica Alba,Jessica Alba_74.jpg,Kashyap_23.jpg,./Images/Jessica Alba/Jessica Alba_74.jpg,./Images/Kashyap/Kashyap_23.jpg,False,False
Hrithik Roshan,Hrithik Roshan_81.jpg,Anushka Sharma_58.jpg,./Images/Hrithik Roshan/Hrithik Roshan_81.jpg,./Images/Anushka Sharma/Anushka Sharma_58.jpg,False,False
Roger Federer,Roger Federer_10.jpg,Kashyap_15.jpg,./Images/Roger Federer/Roger Federer_10.jpg,./Images/Kashyap/Kashyap_15.jpg,False,False
Roger Federer,Roger Federer_44.jpg,Claire Holt_50.jpg,./Images/Roger Federer/Roger Federer_44.jpg,./Images/Claire Holt/Claire Holt_50.jpg,False,False
Jessica Alba,Jessica Alba_91.jpg,Akshay Kumar_11.jpg,./Images/Jessica Alba/Jessica Alba_91.jpg,./Images/Akshay Kumar/Akshay Kumar_11.jpg,False,False
Dwayne Johnson,Dwayne Johnson_38.jpg,Claire Holt_14.jpg,./Images/Dwayne Johnson/Dwayne Johnson_38.jpg,./Images/Claire Holt/Claire Holt_14.jpg,False,False
Billie Eilish,Billie Eilish_20.jpg,Jessica Alba_89.jpg,./Images/Billie Eilish/Billie Eilish_20.jpg,./Images/Jessica Alba/Jessica Alba_89.jpg,False,False
Natalie Portman,Natalie Portman_13.jpg,Charlize Theron_35.jpg,./Images/Natalie Portman/Natalie Portman_13.jpg,./Images/Charlize Theron/Charlize Theron_35.jpg,False,False
Dwayne Johnson,Dwayne Johnson_37.jpg,Jessica Alba_18.jpg,./Images/Dwayne Johnson/Dwayne Johnson_37.jpg,./Images/Jessica Alba/Jessica Alba_18.jpg,False,False
Akshay Kumar,Akshay Kumar_44.jpg,Ellen Degeneres_60.jpg,./Images/Akshay Kumar/Akshay Kumar_44.jpg,./Images/Ellen Degeneres/Ellen Degeneres_60.jpg,False,False
Virat Kohli,Virat Kohli_35.jpg,Henry Cavill_76.jpg,./Images/Virat Kohli/Virat Kohli_35.jpg,./Images/Henry Cavill/Henry Cavill_76.jpg,False,False
Brad Pitt,Brad Pitt_23.jpg,Zac Efron_78.jpg,./Images/Brad Pitt/Brad Pitt_23.jpg,./Images/Zac Efron/Zac Efron_78.jpg,False,False
Lisa Kudrow,Lisa Kudrow_14.jpg,Priyanka Chopra_59.jpg,./Images/Lisa Kudrow/Lisa Kudrow_14.jpg,./Images/Priyanka Chopra/Priyanka Chopra_59.jpg,False,False
Marmik,Marmik_7.jpg,Brad Pitt_93.jpg,./Images/Marmik/Marmik_7.jpg,./Images/Brad Pitt/Brad Pitt_93.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_24.jpg,Roger Federer_35.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_24.jpg,./Images/Roger Federer/Roger Federer_35.jpg,False,False
Dwayne Johnson,Dwayne Johnson_38.jpg,Zac Efron_50.jpg,./Images/Dwayne Johnson/Dwayne Johnson_38.jpg,./Images/Zac Efron/Zac Efron_50.jpg,False,False
Zac Efron,Zac Efron_78.jpg,Amitabh Bachchan_20.jpg,./Images/Zac Efron/Zac Efron_78.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_20.jpg,False,False
Henry Cavill,Henry Cavill_88.jpg,Margot Robbie_30.jpg,./Images/Henry Cavill/Henry Cavill_88.jpg,./Images/Margot Robbie/Margot Robbie_30.jpg,False,False
Akshay Kumar,Akshay Kumar_36.jpg,Dwayne Johnson_36.jpg,./Images/Akshay Kumar/Akshay Kumar_36.jpg,./Images/Dwayne Johnson/Dwayne Johnson_36.jpg,False,False
Hrithik Roshan,Hrithik Roshan_57.jpg,Courtney Cox_57.jpg,./Images/Hrithik Roshan/Hrithik Roshan_57.jpg,./Images/Courtney Cox/Courtney Cox_57.jpg,False,False
Andy Samberg,Andy Samberg_45.jpg,Vijay Deverakonda_1.jpg,./Images/Andy Samberg/Andy Samberg_45.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_1.jpg,False,False
Anushka Sharma,Anushka Sharma_12.jpg,Virat Kohli_47.jpg,./Images/Anushka Sharma/Anushka Sharma_12.jpg,./Images/Virat Kohli/Virat Kohli_47.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_20.jpg,Vijay Deverakonda_80.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_20.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_80.jpg,False,False
Charlize Theron,Charlize Theron_7.jpg,Andy Samberg_66.jpg,./Images/Charlize Theron/Charlize Theron_7.jpg,./Images/Andy Samberg/Andy Samberg_66.jpg,False,False
Natalie Portman,Natalie Portman_10.jpg,Claire Holt_67.jpg,./Images/Natalie Portman/Natalie Portman_10.jpg,./Images/Claire Holt/Claire Holt_67.jpg,False,False
Camila Cabello,Camila Cabello_71.jpg,Hugh Jackman_19.jpg,./Images/Camila Cabello/Camila Cabello_71.jpg,./Images/Hugh Jackman/Hugh Jackman_19.jpg,False,False
Andy Samberg,Andy Samberg_68.jpg,Kashyap_16.jpg,./Images/Andy Samberg/Andy Samberg_68.jpg,./Images/Kashyap/Kashyap_16.jpg,False,True
Marmik,Marmik_18.jpg,Vijay Deverakonda_36.jpg,./Images/Marmik/Marmik_18.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_36.jpg,False,False
Henry Cavill,Henry Cavill_10.jpg,Kashyap_28.jpg,./Images/Henry Cavill/Henry Cavill_10.jpg,./Images/Kashyap/Kashyap_28.jpg,False,False
Margot Robbie,Margot Robbie_1.jpg,Andy Samberg_1.jpg,./Images/Margot Robbie/Margot Robbie_1.jpg,./Images/Andy Samberg/Andy Samberg_1.jpg,False,False
Roger Federer,Roger Federer_34.jpg,Margot Robbie_22.jpg,./Images/Roger Federer/Roger Federer_34.jpg,./Images/Margot Robbie/Margot Robbie_22.jpg,False,False
Lisa Kudrow,Lisa Kudrow_0.jpg,Charlize Theron_26.jpg,./Images/Lisa Kudrow/Lisa Kudrow_0.jpg,./Images/Charlize Theron/Charlize Theron_26.jpg,False,False
Hrithik Roshan,Hrithik Roshan_56.jpg,Andy Samberg_5.jpg,./Images/Hrithik Roshan/Hrithik Roshan_56.jpg,./Images/Andy Samberg/Andy Samberg_5.jpg,False,False
Lisa Kudrow,Lisa Kudrow_45.jpg,Kashyap_24.jpg,./Images/Lisa Kudrow/Lisa Kudrow_45.jpg,./Images/Kashyap/Kashyap_24.jpg,False,False
Billie Eilish,Billie Eilish_3.jpg,Charlize Theron_75.jpg,./Images/Billie Eilish/Billie Eilish_3.jpg,./Images/Charlize Theron/Charlize Theron_75.jpg,False,False
Tom Cruise,Tom Cruise_16.jpg,Hrithik Roshan_65.jpg,./Images/Tom Cruise/Tom Cruise_16.jpg,./Images/Hrithik Roshan/Hrithik Roshan_65.jpg,False,False
Andy Samberg,Andy Samberg_30.jpg,Claire Holt_59.jpg,./Images/Andy Samberg/Andy Samberg_30.jpg,./Images/Claire Holt/Claire Holt_59.jpg,False,False
Margot Robbie,Margot Robbie_0.jpg,Hugh Jackman_49.jpg,./Images/Margot Robbie/Margot Robbie_0.jpg,./Images/Hugh Jackman/Hugh Jackman_49.jpg,False,False
Billie Eilish,Billie Eilish_52.jpg,Natalie Portman_82.jpg,./Images/Billie Eilish/Billie Eilish_52.jpg,./Images/Natalie Portman/Natalie Portman_82.jpg,False,False
Courtney Cox,Courtney Cox_62.jpg,Robert Downey Jr_79.jpg,./Images/Courtney Cox/Courtney Cox_62.jpg,./Images/Robert Downey Jr/Robert Downey Jr_79.jpg,False,False
Vijay Deverakonda,Vijay Deverakonda_95.jpg,Brad Pitt_111.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_95.jpg,./Images/Brad Pitt/Brad Pitt_111.jpg,False,False
Alexandra Daddario,Alexandra Daddario_67.jpg,Tom Cruise_31.jpg,./Images/Alexandra Daddario/Alexandra Daddario_67.jpg,./Images/Tom Cruise/Tom Cruise_31.jpg,False,False
Elizabeth Olsen,Elizabeth Olsen_30.jpg,Virat Kohli_15.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_30.jpg,./Images/Virat Kohli/Virat Kohli_15.jpg,False,False
Hugh Jackman,Hugh Jackman_45.jpg,Priyanka Chopra_60.jpg,./Images/Hugh Jackman/Hugh Jackman_45.jpg,./Images/Priyanka Chopra/Priyanka Chopra_60.jpg,False,False
Tom Cruise,Tom Cruise_24.jpg,Claire Holt_66.jpg,./Images/Tom Cruise/Tom Cruise_24.jpg,./Images/Claire Holt/Claire Holt_66.jpg,False,False
Brad Pitt,Brad Pitt_95.jpg,Claire Holt_72.jpg,./Images/Brad Pitt/Brad Pitt_95.jpg,./Images/Claire Holt/Claire Holt_72.jpg,False,False
Akshay Kumar,Akshay Kumar_35.jpg,Brad Pitt_62.jpg,./Images/Akshay Kumar/Akshay Kumar_35.jpg,./Images/Brad Pitt/Brad Pitt_62.jpg,False,False
Hrithik Roshan,Hrithik Roshan_54.jpg,Henry Cavill_61.jpg,./Images/Hrithik Roshan/Hrithik Roshan_54.jpg,./Images/Henry Cavill/Henry Cavill_61.jpg,False,False
Zac Efron,Zac Efron_30.jpg,Vijay Deverakonda_78.jpg,./Images/Zac Efron/Zac Efron_30.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_78.jpg,False,False
Alexandra Daddario,Alexandra Daddario_18.jpg,Akshay Kumar_49.jpg,./Images/Alexandra Daddario/Alexandra Daddario_18.jpg,./Images/Akshay Kumar/Akshay Kumar_49.jpg,False,False
Charlize Theron,Charlize Theron_69.jpg,Kashyap_25.jpg,./Images/Charlize Theron/Charlize Theron_69.jpg,./Images/Kashyap/Kashyap_25.jpg,False,False
Jessica Alba,Jessica Alba_9.jpg,Alexandra Daddario_80.jpg,./Images/Jessica Alba/Jessica Alba_9.jpg,./Images/Alexandra Daddario/Alexandra Daddario_80.jpg,False,False
Kashyap,Kashyap_1.jpg,Courtney Cox_76.jpg,./Images/Kashyap/Kashyap_1.jpg,./Images/Courtney Cox/Courtney Cox_76.jpg,False,False
Jessica Alba,Jessica Alba_71.jpg,Brad Pitt_29.jpg,./Images/Jessica Alba/Jessica Alba_71.jpg,./Images/Brad Pitt/Brad Pitt_29.jpg,False,False
Hugh Jackman,Hugh Jackman_77.jpg,Camila Cabello_1.jpg,./Images/Hugh Jackman/Hugh Jackman_77.jpg,./Images/Camila Cabello/Camila Cabello_1.jpg,False,False
Hrithik Roshan,Hrithik Roshan_17.jpg,Robert Downey Jr_47.jpg,./Images/Hrithik Roshan/Hrithik Roshan_17.jpg,./Images/Robert Downey Jr/Robert Downey Jr_47.jpg,False,False
Alexandra Daddario,Alexandra Daddario_68.jpg,Hugh Jackman_109.jpg,./Images/Alexandra Daddario/Alexandra Daddario_68.jpg,./Images/Hugh Jackman/Hugh Jackman_109.jpg,False,False
Elizabeth Olsen,Elizabeth Olsen_9.jpg,Hugh Jackman_43.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_9.jpg,./Images/Hugh Jackman/Hugh Jackman_43.jpg,False,False
Zac Efron,Zac Efron_84.jpg,Ellen Degeneres_32.jpg,./Images/Zac Efron/Zac Efron_84.jpg,./Images/Ellen Degeneres/Ellen Degeneres_32.jpg,False,False
Alexandra Daddario,Alexandra Daddario_88.jpg,Claire Holt_83.jpg,./Images/Alexandra Daddario/Alexandra Daddario_88.jpg,./Images/Claire Holt/Claire Holt_83.jpg,False,False
Alexandra Daddario,Alexandra Daddario_78.jpg,Camila Cabello_60.jpg,./Images/Alexandra Daddario/Alexandra Daddario_78.jpg,./Images/Camila Cabello/Camila Cabello_60.jpg,False,False
Elizabeth Olsen,Elizabeth Olsen_60.jpg,Ellen Degeneres_28.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_60.jpg,./Images/Ellen Degeneres/Ellen Degeneres_28.jpg,False,False
Zac Efron,Zac Efron_69.jpg,Andy Samberg_8.jpg,./Images/Zac Efron/Zac Efron_69.jpg,./Images/Andy Samberg/Andy Samberg_8.jpg,False,False
