label,img-1,img-2,img_1_path,img_2_path,result
Anushka Sharma,Anushka Sharma_51.jpg,Anushka Sharma_13.jpg,./Images/Anushka Sharma/Anushka Sharma_51.jpg,./Images/Anushka Sharma/Anushka Sharma_13.jpg,True
Anushka Sharma,Anushka Sharma_18.jpg,Anushka Sharma_41.jpg,./Images/Anushka Sharma/Anushka Sharma_18.jpg,./Images/Anushka Sharma/Anushka Sharma_41.jpg,True
Anushka Sharma,Anushka Sharma_54.jpg,Anushka Sharma_12.jpg,./Images/Anushka Sharma/Anushka Sharma_54.jpg,./Images/Anushka Sharma/Anushka Sharma_12.jpg,True
Anushka Sharma,Anushka Sharma_38.jpg,Anushka Sharma_7.jpg,./Images/Anushka Sharma/Anushka Sharma_38.jpg,./Images/Anushka Sharma/Anushka Sharma_7.jpg,False
Anushka Sharma,Anushka Sharma_33.jpg,Anushka Sharma_47.jpg,./Images/Anushka Sharma/Anushka Sharma_33.jpg,./Images/Anushka Sharma/Anushka Sharma_47.jpg,True
Anushka Sharma,Anushka Sharma_5.jpg,Anushka Sharma_35.jpg,./Images/Anushka Sharma/Anushka Sharma_5.jpg,./Images/Anushka Sharma/Anushka Sharma_35.jpg,True
Anushka Sharma,Anushka Sharma_64.jpg,Anushka Sharma_1.jpg,./Images/Anushka Sharma/Anushka Sharma_64.jpg,./Images/Anushka Sharma/Anushka Sharma_1.jpg,True
Anushka Sharma,Anushka Sharma_6.jpg,Anushka Sharma_31.jpg,./Images/Anushka Sharma/Anushka Sharma_6.jpg,./Images/Anushka Sharma/Anushka Sharma_31.jpg,True
Anushka Sharma,Anushka Sharma_46.jpg,Anushka Sharma_52.jpg,./Images/Anushka Sharma/Anushka Sharma_46.jpg,./Images/Anushka Sharma/Anushka Sharma_52.jpg,True
Anushka Sharma,Anushka Sharma_27.jpg,Anushka Sharma_29.jpg,./Images/Anushka Sharma/Anushka Sharma_27.jpg,./Images/Anushka Sharma/Anushka Sharma_29.jpg,True
Anushka Sharma,Anushka Sharma_30.jpg,Anushka Sharma_16.jpg,./Images/Anushka Sharma/Anushka Sharma_30.jpg,./Images/Anushka Sharma/Anushka Sharma_16.jpg,True
Anushka Sharma,Anushka Sharma_61.jpg,Anushka Sharma_14.jpg,./Images/Anushka Sharma/Anushka Sharma_61.jpg,./Images/Anushka Sharma/Anushka Sharma_14.jpg,True
Anushka Sharma,Anushka Sharma_11.jpg,Anushka Sharma_15.jpg,./Images/Anushka Sharma/Anushka Sharma_11.jpg,./Images/Anushka Sharma/Anushka Sharma_15.jpg,True
Anushka Sharma,Anushka Sharma_62.jpg,Anushka Sharma_48.jpg,./Images/Anushka Sharma/Anushka Sharma_62.jpg,./Images/Anushka Sharma/Anushka Sharma_48.jpg,True
Anushka Sharma,Anushka Sharma_17.jpg,Anushka Sharma_57.jpg,./Images/Anushka Sharma/Anushka Sharma_17.jpg,./Images/Anushka Sharma/Anushka Sharma_57.jpg,True
Anushka Sharma,Anushka Sharma_60.jpg,Anushka Sharma_43.jpg,./Images/Anushka Sharma/Anushka Sharma_60.jpg,./Images/Anushka Sharma/Anushka Sharma_43.jpg,False
Anushka Sharma,Anushka Sharma_22.jpg,Anushka Sharma_32.jpg,./Images/Anushka Sharma/Anushka Sharma_22.jpg,./Images/Anushka Sharma/Anushka Sharma_32.jpg,False
Anushka Sharma,Anushka Sharma_40.jpg,Anushka Sharma_63.jpg,./Images/Anushka Sharma/Anushka Sharma_40.jpg,./Images/Anushka Sharma/Anushka Sharma_63.jpg,True
Anushka Sharma,Anushka Sharma_45.jpg,Anushka Sharma_56.jpg,./Images/Anushka Sharma/Anushka Sharma_45.jpg,./Images/Anushka Sharma/Anushka Sharma_56.jpg,False
Anushka Sharma,Anushka Sharma_25.jpg,Anushka Sharma_59.jpg,./Images/Anushka Sharma/Anushka Sharma_25.jpg,./Images/Anushka Sharma/Anushka Sharma_59.jpg,True
Anushka Sharma,Anushka Sharma_20.jpg,Anushka Sharma_23.jpg,./Images/Anushka Sharma/Anushka Sharma_20.jpg,./Images/Anushka Sharma/Anushka Sharma_23.jpg,True
Anushka Sharma,Anushka Sharma_24.jpg,Anushka Sharma_21.jpg,./Images/Anushka Sharma/Anushka Sharma_24.jpg,./Images/Anushka Sharma/Anushka Sharma_21.jpg,True
Anushka Sharma,Anushka Sharma_34.jpg,Anushka Sharma_2.jpg,./Images/Anushka Sharma/Anushka Sharma_34.jpg,./Images/Anushka Sharma/Anushka Sharma_2.jpg,True
Anushka Sharma,Anushka Sharma_39.jpg,Anushka Sharma_67.jpg,./Images/Anushka Sharma/Anushka Sharma_39.jpg,./Images/Anushka Sharma/Anushka Sharma_67.jpg,False
Anushka Sharma,Anushka Sharma_55.jpg,Anushka Sharma_66.jpg,./Images/Anushka Sharma/Anushka Sharma_55.jpg,./Images/Anushka Sharma/Anushka Sharma_66.jpg,False
Anushka Sharma,Anushka Sharma_65.jpg,Anushka Sharma_58.jpg,./Images/Anushka Sharma/Anushka Sharma_65.jpg,./Images/Anushka Sharma/Anushka Sharma_58.jpg,True
Anushka Sharma,Anushka Sharma_9.jpg,Anushka Sharma_42.jpg,./Images/Anushka Sharma/Anushka Sharma_9.jpg,./Images/Anushka Sharma/Anushka Sharma_42.jpg,False
Anushka Sharma,Anushka Sharma_8.jpg,Anushka Sharma_4.jpg,./Images/Anushka Sharma/Anushka Sharma_8.jpg,./Images/Anushka Sharma/Anushka Sharma_4.jpg,True
Anushka Sharma,Anushka Sharma_10.jpg,Anushka Sharma_49.jpg,./Images/Anushka Sharma/Anushka Sharma_10.jpg,./Images/Anushka Sharma/Anushka Sharma_49.jpg,False
Anushka Sharma,Anushka Sharma_0.jpg,Anushka Sharma_19.jpg,./Images/Anushka Sharma/Anushka Sharma_0.jpg,./Images/Anushka Sharma/Anushka Sharma_19.jpg,False
Anushka Sharma,Anushka Sharma_37.jpg,Anushka Sharma_53.jpg,./Images/Anushka Sharma/Anushka Sharma_37.jpg,./Images/Anushka Sharma/Anushka Sharma_53.jpg,True
Anushka Sharma,Anushka Sharma_3.jpg,Anushka Sharma_44.jpg,./Images/Anushka Sharma/Anushka Sharma_3.jpg,./Images/Anushka Sharma/Anushka Sharma_44.jpg,False
Anushka Sharma,Anushka Sharma_36.jpg,Anushka Sharma_26.jpg,./Images/Anushka Sharma/Anushka Sharma_36.jpg,./Images/Anushka Sharma/Anushka Sharma_26.jpg,True
Anushka Sharma,Anushka Sharma_50.jpg,Anushka Sharma_28.jpg,./Images/Anushka Sharma/Anushka Sharma_50.jpg,./Images/Anushka Sharma/Anushka Sharma_28.jpg,False
Anushka Sharma,Anushka Sharma_13.jpg,Anushka Sharma_16.jpg,./Images/Anushka Sharma/Anushka Sharma_13.jpg,./Images/Anushka Sharma/Anushka Sharma_16.jpg,True
Anushka Sharma,Anushka Sharma_32.jpg,Anushka Sharma_56.jpg,./Images/Anushka Sharma/Anushka Sharma_32.jpg,./Images/Anushka Sharma/Anushka Sharma_56.jpg,True
Anushka Sharma,Anushka Sharma_40.jpg,Anushka Sharma_41.jpg,./Images/Anushka Sharma/Anushka Sharma_40.jpg,./Images/Anushka Sharma/Anushka Sharma_41.jpg,True
Anushka Sharma,Anushka Sharma_9.jpg,Anushka Sharma_2.jpg,./Images/Anushka Sharma/Anushka Sharma_9.jpg,./Images/Anushka Sharma/Anushka Sharma_2.jpg,False
Anushka Sharma,Anushka Sharma_48.jpg,Anushka Sharma_50.jpg,./Images/Anushka Sharma/Anushka Sharma_48.jpg,./Images/Anushka Sharma/Anushka Sharma_50.jpg,False
Anushka Sharma,Anushka Sharma_64.jpg,Anushka Sharma_4.jpg,./Images/Anushka Sharma/Anushka Sharma_64.jpg,./Images/Anushka Sharma/Anushka Sharma_4.jpg,True
Anushka Sharma,Anushka Sharma_23.jpg,Anushka Sharma_45.jpg,./Images/Anushka Sharma/Anushka Sharma_23.jpg,./Images/Anushka Sharma/Anushka Sharma_45.jpg,False
Anushka Sharma,Anushka Sharma_46.jpg,Anushka Sharma_59.jpg,./Images/Anushka Sharma/Anushka Sharma_46.jpg,./Images/Anushka Sharma/Anushka Sharma_59.jpg,True
Anushka Sharma,Anushka Sharma_47.jpg,Anushka Sharma_57.jpg,./Images/Anushka Sharma/Anushka Sharma_47.jpg,./Images/Anushka Sharma/Anushka Sharma_57.jpg,True
Anushka Sharma,Anushka Sharma_62.jpg,Anushka Sharma_31.jpg,./Images/Anushka Sharma/Anushka Sharma_62.jpg,./Images/Anushka Sharma/Anushka Sharma_31.jpg,True
Anushka Sharma,Anushka Sharma_65.jpg,Anushka Sharma_42.jpg,./Images/Anushka Sharma/Anushka Sharma_65.jpg,./Images/Anushka Sharma/Anushka Sharma_42.jpg,True
Anushka Sharma,Anushka Sharma_51.jpg,Anushka Sharma_24.jpg,./Images/Anushka Sharma/Anushka Sharma_51.jpg,./Images/Anushka Sharma/Anushka Sharma_24.jpg,True
Anushka Sharma,Anushka Sharma_6.jpg,Anushka Sharma_37.jpg,./Images/Anushka Sharma/Anushka Sharma_6.jpg,./Images/Anushka Sharma/Anushka Sharma_37.jpg,False
Anushka Sharma,Anushka Sharma_25.jpg,Anushka Sharma_55.jpg,./Images/Anushka Sharma/Anushka Sharma_25.jpg,./Images/Anushka Sharma/Anushka Sharma_55.jpg,True
Anushka Sharma,Anushka Sharma_66.jpg,Anushka Sharma_30.jpg,./Images/Anushka Sharma/Anushka Sharma_66.jpg,./Images/Anushka Sharma/Anushka Sharma_30.jpg,False
Anushka Sharma,Anushka Sharma_27.jpg,Anushka Sharma_0.jpg,./Images/Anushka Sharma/Anushka Sharma_27.jpg,./Images/Anushka Sharma/Anushka Sharma_0.jpg,True
Anushka Sharma,Anushka Sharma_52.jpg,Anushka Sharma_67.jpg,./Images/Anushka Sharma/Anushka Sharma_52.jpg,./Images/Anushka Sharma/Anushka Sharma_67.jpg,False
Anushka Sharma,Anushka Sharma_63.jpg,Anushka Sharma_18.jpg,./Images/Anushka Sharma/Anushka Sharma_63.jpg,./Images/Anushka Sharma/Anushka Sharma_18.jpg,True
Anushka Sharma,Anushka Sharma_39.jpg,Anushka Sharma_36.jpg,./Images/Anushka Sharma/Anushka Sharma_39.jpg,./Images/Anushka Sharma/Anushka Sharma_36.jpg,True
Anushka Sharma,Anushka Sharma_33.jpg,Anushka Sharma_60.jpg,./Images/Anushka Sharma/Anushka Sharma_33.jpg,./Images/Anushka Sharma/Anushka Sharma_60.jpg,True
Anushka Sharma,Anushka Sharma_38.jpg,Anushka Sharma_26.jpg,./Images/Anushka Sharma/Anushka Sharma_38.jpg,./Images/Anushka Sharma/Anushka Sharma_26.jpg,True
Anushka Sharma,Anushka Sharma_21.jpg,Anushka Sharma_17.jpg,./Images/Anushka Sharma/Anushka Sharma_21.jpg,./Images/Anushka Sharma/Anushka Sharma_17.jpg,False
Anushka Sharma,Anushka Sharma_11.jpg,Anushka Sharma_14.jpg,./Images/Anushka Sharma/Anushka Sharma_11.jpg,./Images/Anushka Sharma/Anushka Sharma_14.jpg,True
Anushka Sharma,Anushka Sharma_15.jpg,Anushka Sharma_61.jpg,./Images/Anushka Sharma/Anushka Sharma_15.jpg,./Images/Anushka Sharma/Anushka Sharma_61.jpg,True
Anushka Sharma,Anushka Sharma_22.jpg,Anushka Sharma_28.jpg,./Images/Anushka Sharma/Anushka Sharma_22.jpg,./Images/Anushka Sharma/Anushka Sharma_28.jpg,False
Anushka Sharma,Anushka Sharma_53.jpg,Anushka Sharma_5.jpg,./Images/Anushka Sharma/Anushka Sharma_53.jpg,./Images/Anushka Sharma/Anushka Sharma_5.jpg,False
Anushka Sharma,Anushka Sharma_58.jpg,Anushka Sharma_10.jpg,./Images/Anushka Sharma/Anushka Sharma_58.jpg,./Images/Anushka Sharma/Anushka Sharma_10.jpg,False
Anushka Sharma,Anushka Sharma_8.jpg,Anushka Sharma_34.jpg,./Images/Anushka Sharma/Anushka Sharma_8.jpg,./Images/Anushka Sharma/Anushka Sharma_34.jpg,True
Anushka Sharma,Anushka Sharma_44.jpg,Anushka Sharma_12.jpg,./Images/Anushka Sharma/Anushka Sharma_44.jpg,./Images/Anushka Sharma/Anushka Sharma_12.jpg,True
Anushka Sharma,Anushka Sharma_49.jpg,Anushka Sharma_7.jpg,./Images/Anushka Sharma/Anushka Sharma_49.jpg,./Images/Anushka Sharma/Anushka Sharma_7.jpg,False
Anushka Sharma,Anushka Sharma_43.jpg,Anushka Sharma_1.jpg,./Images/Anushka Sharma/Anushka Sharma_43.jpg,./Images/Anushka Sharma/Anushka Sharma_1.jpg,True
Anushka Sharma,Anushka Sharma_19.jpg,Anushka Sharma_29.jpg,./Images/Anushka Sharma/Anushka Sharma_19.jpg,./Images/Anushka Sharma/Anushka Sharma_29.jpg,False
Anushka Sharma,Anushka Sharma_3.jpg,Anushka Sharma_35.jpg,./Images/Anushka Sharma/Anushka Sharma_3.jpg,./Images/Anushka Sharma/Anushka Sharma_35.jpg,False
Anushka Sharma,Anushka Sharma_54.jpg,Anushka Sharma_20.jpg,./Images/Anushka Sharma/Anushka Sharma_54.jpg,./Images/Anushka Sharma/Anushka Sharma_20.jpg,True
Anushka Sharma,Anushka Sharma_49.jpg,Anushka Sharma_36.jpg,./Images/Anushka Sharma/Anushka Sharma_49.jpg,./Images/Anushka Sharma/Anushka Sharma_36.jpg,True
Anushka Sharma,Anushka Sharma_65.jpg,Anushka Sharma_67.jpg,./Images/Anushka Sharma/Anushka Sharma_65.jpg,./Images/Anushka Sharma/Anushka Sharma_67.jpg,False
Anushka Sharma,Anushka Sharma_41.jpg,Anushka Sharma_38.jpg,./Images/Anushka Sharma/Anushka Sharma_41.jpg,./Images/Anushka Sharma/Anushka Sharma_38.jpg,True
Anushka Sharma,Anushka Sharma_45.jpg,Anushka Sharma_47.jpg,./Images/Anushka Sharma/Anushka Sharma_45.jpg,./Images/Anushka Sharma/Anushka Sharma_47.jpg,False
Anushka Sharma,Anushka Sharma_13.jpg,Anushka Sharma_54.jpg,./Images/Anushka Sharma/Anushka Sharma_13.jpg,./Images/Anushka Sharma/Anushka Sharma_54.jpg,True
Anushka Sharma,Anushka Sharma_34.jpg,Anushka Sharma_24.jpg,./Images/Anushka Sharma/Anushka Sharma_34.jpg,./Images/Anushka Sharma/Anushka Sharma_24.jpg,True
Anushka Sharma,Anushka Sharma_56.jpg,Anushka Sharma_0.jpg,./Images/Anushka Sharma/Anushka Sharma_56.jpg,./Images/Anushka Sharma/Anushka Sharma_0.jpg,True
Anushka Sharma,Anushka Sharma_19.jpg,Anushka Sharma_64.jpg,./Images/Anushka Sharma/Anushka Sharma_19.jpg,./Images/Anushka Sharma/Anushka Sharma_64.jpg,False
Anushka Sharma,Anushka Sharma_55.jpg,Anushka Sharma_10.jpg,./Images/Anushka Sharma/Anushka Sharma_55.jpg,./Images/Anushka Sharma/Anushka Sharma_10.jpg,False
Anushka Sharma,Anushka Sharma_40.jpg,Anushka Sharma_11.jpg,./Images/Anushka Sharma/Anushka Sharma_40.jpg,./Images/Anushka Sharma/Anushka Sharma_11.jpg,True
Anushka Sharma,Anushka Sharma_7.jpg,Anushka Sharma_52.jpg,./Images/Anushka Sharma/Anushka Sharma_7.jpg,./Images/Anushka Sharma/Anushka Sharma_52.jpg,False
Anushka Sharma,Anushka Sharma_26.jpg,Anushka Sharma_51.jpg,./Images/Anushka Sharma/Anushka Sharma_26.jpg,./Images/Anushka Sharma/Anushka Sharma_51.jpg,False
Anushka Sharma,Anushka Sharma_42.jpg,Anushka Sharma_27.jpg,./Images/Anushka Sharma/Anushka Sharma_42.jpg,./Images/Anushka Sharma/Anushka Sharma_27.jpg,True
Anushka Sharma,Anushka Sharma_3.jpg,Anushka Sharma_63.jpg,./Images/Anushka Sharma/Anushka Sharma_3.jpg,./Images/Anushka Sharma/Anushka Sharma_63.jpg,False
Anushka Sharma,Anushka Sharma_1.jpg,Anushka Sharma_60.jpg,./Images/Anushka Sharma/Anushka Sharma_1.jpg,./Images/Anushka Sharma/Anushka Sharma_60.jpg,True
Anushka Sharma,Anushka Sharma_61.jpg,Anushka Sharma_16.jpg,./Images/Anushka Sharma/Anushka Sharma_61.jpg,./Images/Anushka Sharma/Anushka Sharma_16.jpg,True
Anushka Sharma,Anushka Sharma_23.jpg,Anushka Sharma_8.jpg,./Images/Anushka Sharma/Anushka Sharma_23.jpg,./Images/Anushka Sharma/Anushka Sharma_8.jpg,True
Anushka Sharma,Anushka Sharma_31.jpg,Anushka Sharma_57.jpg,./Images/Anushka Sharma/Anushka Sharma_31.jpg,./Images/Anushka Sharma/Anushka Sharma_57.jpg,True
Anushka Sharma,Anushka Sharma_28.jpg,Anushka Sharma_9.jpg,./Images/Anushka Sharma/Anushka Sharma_28.jpg,./Images/Anushka Sharma/Anushka Sharma_9.jpg,False
Anushka Sharma,Anushka Sharma_44.jpg,Anushka Sharma_43.jpg,./Images/Anushka Sharma/Anushka Sharma_44.jpg,./Images/Anushka Sharma/Anushka Sharma_43.jpg,True
Anushka Sharma,Anushka Sharma_15.jpg,Anushka Sharma_25.jpg,./Images/Anushka Sharma/Anushka Sharma_15.jpg,./Images/Anushka Sharma/Anushka Sharma_25.jpg,True
Anushka Sharma,Anushka Sharma_37.jpg,Anushka Sharma_39.jpg,./Images/Anushka Sharma/Anushka Sharma_37.jpg,./Images/Anushka Sharma/Anushka Sharma_39.jpg,False
Anushka Sharma,Anushka Sharma_30.jpg,Anushka Sharma_59.jpg,./Images/Anushka Sharma/Anushka Sharma_30.jpg,./Images/Anushka Sharma/Anushka Sharma_59.jpg,True
Anushka Sharma,Anushka Sharma_50.jpg,Anushka Sharma_58.jpg,./Images/Anushka Sharma/Anushka Sharma_50.jpg,./Images/Anushka Sharma/Anushka Sharma_58.jpg,False
Anushka Sharma,Anushka Sharma_62.jpg,Anushka Sharma_21.jpg,./Images/Anushka Sharma/Anushka Sharma_62.jpg,./Images/Anushka Sharma/Anushka Sharma_21.jpg,False
Anushka Sharma,Anushka Sharma_35.jpg,Anushka Sharma_6.jpg,./Images/Anushka Sharma/Anushka Sharma_35.jpg,./Images/Anushka Sharma/Anushka Sharma_6.jpg,False
Anushka Sharma,Anushka Sharma_53.jpg,Anushka Sharma_22.jpg,./Images/Anushka Sharma/Anushka Sharma_53.jpg,./Images/Anushka Sharma/Anushka Sharma_22.jpg,False
Anushka Sharma,Anushka Sharma_14.jpg,Anushka Sharma_48.jpg,./Images/Anushka Sharma/Anushka Sharma_14.jpg,./Images/Anushka Sharma/Anushka Sharma_48.jpg,True
Anushka Sharma,Anushka Sharma_33.jpg,Anushka Sharma_46.jpg,./Images/Anushka Sharma/Anushka Sharma_33.jpg,./Images/Anushka Sharma/Anushka Sharma_46.jpg,True
Anushka Sharma,Anushka Sharma_5.jpg,Anushka Sharma_29.jpg,./Images/Anushka Sharma/Anushka Sharma_5.jpg,./Images/Anushka Sharma/Anushka Sharma_29.jpg,True
Anushka Sharma,Anushka Sharma_20.jpg,Anushka Sharma_2.jpg,./Images/Anushka Sharma/Anushka Sharma_20.jpg,./Images/Anushka Sharma/Anushka Sharma_2.jpg,True
Anushka Sharma,Anushka Sharma_66.jpg,Anushka Sharma_32.jpg,./Images/Anushka Sharma/Anushka Sharma_66.jpg,./Images/Anushka Sharma/Anushka Sharma_32.jpg,False
Anushka Sharma,Anushka Sharma_12.jpg,Anushka Sharma_4.jpg,./Images/Anushka Sharma/Anushka Sharma_12.jpg,./Images/Anushka Sharma/Anushka Sharma_4.jpg,True
Anushka Sharma,Anushka Sharma_17.jpg,Anushka Sharma_18.jpg,./Images/Anushka Sharma/Anushka Sharma_17.jpg,./Images/Anushka Sharma/Anushka Sharma_18.jpg,True
Anushka Sharma,Anushka Sharma_28.jpg,Anushka Sharma_12.jpg,./Images/Anushka Sharma/Anushka Sharma_28.jpg,./Images/Anushka Sharma/Anushka Sharma_12.jpg,True
Anushka Sharma,Anushka Sharma_50.jpg,Anushka Sharma_38.jpg,./Images/Anushka Sharma/Anushka Sharma_50.jpg,./Images/Anushka Sharma/Anushka Sharma_38.jpg,False
Anushka Sharma,Anushka Sharma_59.jpg,Anushka Sharma_7.jpg,./Images/Anushka Sharma/Anushka Sharma_59.jpg,./Images/Anushka Sharma/Anushka Sharma_7.jpg,False
Anushka Sharma,Anushka Sharma_49.jpg,Anushka Sharma_60.jpg,./Images/Anushka Sharma/Anushka Sharma_49.jpg,./Images/Anushka Sharma/Anushka Sharma_60.jpg,False
Anushka Sharma,Anushka Sharma_61.jpg,Anushka Sharma_53.jpg,./Images/Anushka Sharma/Anushka Sharma_61.jpg,./Images/Anushka Sharma/Anushka Sharma_53.jpg,False
Anushka Sharma,Anushka Sharma_58.jpg,Anushka Sharma_63.jpg,./Images/Anushka Sharma/Anushka Sharma_58.jpg,./Images/Anushka Sharma/Anushka Sharma_63.jpg,True
Anushka Sharma,Anushka Sharma_4.jpg,Anushka Sharma_1.jpg,./Images/Anushka Sharma/Anushka Sharma_4.jpg,./Images/Anushka Sharma/Anushka Sharma_1.jpg,True
Anushka Sharma,Anushka Sharma_5.jpg,Anushka Sharma_11.jpg,./Images/Anushka Sharma/Anushka Sharma_5.jpg,./Images/Anushka Sharma/Anushka Sharma_11.jpg,False
Anushka Sharma,Anushka Sharma_54.jpg,Anushka Sharma_39.jpg,./Images/Anushka Sharma/Anushka Sharma_54.jpg,./Images/Anushka Sharma/Anushka Sharma_39.jpg,True
Anushka Sharma,Anushka Sharma_29.jpg,Anushka Sharma_2.jpg,./Images/Anushka Sharma/Anushka Sharma_29.jpg,./Images/Anushka Sharma/Anushka Sharma_2.jpg,True
Anushka Sharma,Anushka Sharma_22.jpg,Anushka Sharma_51.jpg,./Images/Anushka Sharma/Anushka Sharma_22.jpg,./Images/Anushka Sharma/Anushka Sharma_51.jpg,False
Anushka Sharma,Anushka Sharma_34.jpg,Anushka Sharma_27.jpg,./Images/Anushka Sharma/Anushka Sharma_34.jpg,./Images/Anushka Sharma/Anushka Sharma_27.jpg,True
Anushka Sharma,Anushka Sharma_15.jpg,Anushka Sharma_26.jpg,./Images/Anushka Sharma/Anushka Sharma_15.jpg,./Images/Anushka Sharma/Anushka Sharma_26.jpg,False
Anushka Sharma,Anushka Sharma_14.jpg,Anushka Sharma_17.jpg,./Images/Anushka Sharma/Anushka Sharma_14.jpg,./Images/Anushka Sharma/Anushka Sharma_17.jpg,True
Anushka Sharma,Anushka Sharma_36.jpg,Anushka Sharma_47.jpg,./Images/Anushka Sharma/Anushka Sharma_36.jpg,./Images/Anushka Sharma/Anushka Sharma_47.jpg,True
Anushka Sharma,Anushka Sharma_65.jpg,Anushka Sharma_66.jpg,./Images/Anushka Sharma/Anushka Sharma_65.jpg,./Images/Anushka Sharma/Anushka Sharma_66.jpg,False
Anushka Sharma,Anushka Sharma_16.jpg,Anushka Sharma_0.jpg,./Images/Anushka Sharma/Anushka Sharma_16.jpg,./Images/Anushka Sharma/Anushka Sharma_0.jpg,True
Anushka Sharma,Anushka Sharma_20.jpg,Anushka Sharma_3.jpg,./Images/Anushka Sharma/Anushka Sharma_20.jpg,./Images/Anushka Sharma/Anushka Sharma_3.jpg,False
Anushka Sharma,Anushka Sharma_8.jpg,Anushka Sharma_45.jpg,./Images/Anushka Sharma/Anushka Sharma_8.jpg,./Images/Anushka Sharma/Anushka Sharma_45.jpg,False
Anushka Sharma,Anushka Sharma_33.jpg,Anushka Sharma_25.jpg,./Images/Anushka Sharma/Anushka Sharma_33.jpg,./Images/Anushka Sharma/Anushka Sharma_25.jpg,True
Anushka Sharma,Anushka Sharma_40.jpg,Anushka Sharma_6.jpg,./Images/Anushka Sharma/Anushka Sharma_40.jpg,./Images/Anushka Sharma/Anushka Sharma_6.jpg,True
Anushka Sharma,Anushka Sharma_31.jpg,Anushka Sharma_32.jpg,./Images/Anushka Sharma/Anushka Sharma_31.jpg,./Images/Anushka Sharma/Anushka Sharma_32.jpg,True
Anushka Sharma,Anushka Sharma_67.jpg,Anushka Sharma_18.jpg,./Images/Anushka Sharma/Anushka Sharma_67.jpg,./Images/Anushka Sharma/Anushka Sharma_18.jpg,False
Anushka Sharma,Anushka Sharma_23.jpg,Anushka Sharma_35.jpg,./Images/Anushka Sharma/Anushka Sharma_23.jpg,./Images/Anushka Sharma/Anushka Sharma_35.jpg,True
Anushka Sharma,Anushka Sharma_43.jpg,Anushka Sharma_64.jpg,./Images/Anushka Sharma/Anushka Sharma_43.jpg,./Images/Anushka Sharma/Anushka Sharma_64.jpg,True
Anushka Sharma,Anushka Sharma_41.jpg,Anushka Sharma_46.jpg,./Images/Anushka Sharma/Anushka Sharma_41.jpg,./Images/Anushka Sharma/Anushka Sharma_46.jpg,True
Anushka Sharma,Anushka Sharma_57.jpg,Anushka Sharma_48.jpg,./Images/Anushka Sharma/Anushka Sharma_57.jpg,./Images/Anushka Sharma/Anushka Sharma_48.jpg,True
Anushka Sharma,Anushka Sharma_62.jpg,Anushka Sharma_10.jpg,./Images/Anushka Sharma/Anushka Sharma_62.jpg,./Images/Anushka Sharma/Anushka Sharma_10.jpg,False
Anushka Sharma,Anushka Sharma_9.jpg,Anushka Sharma_37.jpg,./Images/Anushka Sharma/Anushka Sharma_9.jpg,./Images/Anushka Sharma/Anushka Sharma_37.jpg,False
Anushka Sharma,Anushka Sharma_30.jpg,Anushka Sharma_44.jpg,./Images/Anushka Sharma/Anushka Sharma_30.jpg,./Images/Anushka Sharma/Anushka Sharma_44.jpg,True
Anushka Sharma,Anushka Sharma_56.jpg,Anushka Sharma_13.jpg,./Images/Anushka Sharma/Anushka Sharma_56.jpg,./Images/Anushka Sharma/Anushka Sharma_13.jpg,True
Anushka Sharma,Anushka Sharma_55.jpg,Anushka Sharma_24.jpg,./Images/Anushka Sharma/Anushka Sharma_55.jpg,./Images/Anushka Sharma/Anushka Sharma_24.jpg,True
Anushka Sharma,Anushka Sharma_52.jpg,Anushka Sharma_19.jpg,./Images/Anushka Sharma/Anushka Sharma_52.jpg,./Images/Anushka Sharma/Anushka Sharma_19.jpg,False
Anushka Sharma,Anushka Sharma_42.jpg,Anushka Sharma_21.jpg,./Images/Anushka Sharma/Anushka Sharma_42.jpg,./Images/Anushka Sharma/Anushka Sharma_21.jpg,True
Anushka Sharma,Anushka Sharma_10.jpg,Anushka Sharma_61.jpg,./Images/Anushka Sharma/Anushka Sharma_10.jpg,./Images/Anushka Sharma/Anushka Sharma_61.jpg,False
Anushka Sharma,Anushka Sharma_55.jpg,Anushka Sharma_11.jpg,./Images/Anushka Sharma/Anushka Sharma_55.jpg,./Images/Anushka Sharma/Anushka Sharma_11.jpg,True
Anushka Sharma,Anushka Sharma_53.jpg,Anushka Sharma_36.jpg,./Images/Anushka Sharma/Anushka Sharma_53.jpg,./Images/Anushka Sharma/Anushka Sharma_36.jpg,True
Anushka Sharma,Anushka Sharma_39.jpg,Anushka Sharma_52.jpg,./Images/Anushka Sharma/Anushka Sharma_39.jpg,./Images/Anushka Sharma/Anushka Sharma_52.jpg,False
Anushka Sharma,Anushka Sharma_41.jpg,Anushka Sharma_14.jpg,./Images/Anushka Sharma/Anushka Sharma_41.jpg,./Images/Anushka Sharma/Anushka Sharma_14.jpg,True
Anushka Sharma,Anushka Sharma_62.jpg,Anushka Sharma_22.jpg,./Images/Anushka Sharma/Anushka Sharma_62.jpg,./Images/Anushka Sharma/Anushka Sharma_22.jpg,False
Anushka Sharma,Anushka Sharma_19.jpg,Anushka Sharma_6.jpg,./Images/Anushka Sharma/Anushka Sharma_19.jpg,./Images/Anushka Sharma/Anushka Sharma_6.jpg,False
Anushka Sharma,Anushka Sharma_47.jpg,Anushka Sharma_3.jpg,./Images/Anushka Sharma/Anushka Sharma_47.jpg,./Images/Anushka Sharma/Anushka Sharma_3.jpg,False
