label,img-1,img-2,img_1_path,img_2_path,actual_result,result
Brad Pitt,Brad Pitt_51.jpg,Anushka Sharma_55.jpg,./Images/Brad Pitt/Brad Pitt_51.jpg,./Images/Anushka Sharma/Anushka Sharma_55.jpg,False,
Ellen Degeneres,Ellen Degeneres_36.jpg,Tom Cruise_7.jpg,./Images/Ellen Degeneres/Ellen Degeneres_36.jpg,./Images/Tom Cruise/Tom Cruise_7.jpg,False,
Robert Downey Jr,Robert Downey Jr_5.jpg,Kashyap_0.jpg,./Images/Robert Downey Jr/Robert Downey Jr_5.jpg,./Images/Kashyap/Kashyap_0.jpg,False,
Marmik,Marmik_16.jpg,Hugh Jackman_59.jpg,./Images/Marmik/Marmik_16.jpg,./Images/Hugh Jackman/Hugh Jackman_59.jpg,False,
Kashyap,Kashyap_0.jpg,Tom Cruise_52.jpg,./Images/Kashyap/Kashyap_0.jpg,./Images/Tom Cruise/Tom Cruise_52.jpg,False,
Zac Efron,Zac Efron_17.jpg,Elizabeth Olsen_24.jpg,./Images/Zac Efron/Zac Efron_17.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_24.jpg,False,
Kashyap,Kashyap_29.jpg,Alexandra Daddario_47.jpg,./Images/Kashyap/Kashyap_29.jpg,./Images/Alexandra Daddario/Alexandra Daddario_47.jpg,False,
Tom Cruise,Tom Cruise_35.jpg,Natalie Portman_81.jpg,./Images/Tom Cruise/Tom Cruise_35.jpg,./Images/Natalie Portman/Natalie Portman_81.jpg,False,
Natalie Portman,Natalie Portman_14.jpg,Virat Kohli_8.jpg,./Images/Natalie Portman/Natalie Portman_14.jpg,./Images/Virat Kohli/Virat Kohli_8.jpg,False,
Elizabeth Olsen,Elizabeth Olsen_28.jpg,Courtney Cox_12.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_28.jpg,./Images/Courtney Cox/Courtney Cox_12.jpg,False,
Roger Federer,Roger Federer_50.jpg,Marmik_23.jpg,./Images/Roger Federer/Roger Federer_50.jpg,./Images/Marmik/Marmik_23.jpg,False,
Claire Holt,Claire Holt_91.jpg,Lisa Kudrow_12.jpg,./Images/Claire Holt/Claire Holt_91.jpg,./Images/Lisa Kudrow/Lisa Kudrow_12.jpg,False,
Ellen Degeneres,Ellen Degeneres_72.jpg,Henry Cavill_63.jpg,./Images/Ellen Degeneres/Ellen Degeneres_72.jpg,./Images/Henry Cavill/Henry Cavill_63.jpg,False,
Zac Efron,Zac Efron_31.jpg,Priyanka Chopra_21.jpg,./Images/Zac Efron/Zac Efron_31.jpg,./Images/Priyanka Chopra/Priyanka Chopra_21.jpg,False,
Virat Kohli,Virat Kohli_34.jpg,Jessica Alba_24.jpg,./Images/Virat Kohli/Virat Kohli_34.jpg,./Images/Jessica Alba/Jessica Alba_24.jpg,False,
Margot Robbie,Margot Robbie_36.jpg,Brad Pitt_14.jpg,./Images/Margot Robbie/Margot Robbie_36.jpg,./Images/Brad Pitt/Brad Pitt_14.jpg,False,
Hrithik Roshan,Hrithik Roshan_98.jpg,Margot Robbie_16.jpg,./Images/Hrithik Roshan/Hrithik Roshan_98.jpg,./Images/Margot Robbie/Margot Robbie_16.jpg,False,
Roger Federer,Roger Federer_76.jpg,Robert Downey Jr_1.jpg,./Images/Roger Federer/Roger Federer_76.jpg,./Images/Robert Downey Jr/Robert Downey Jr_1.jpg,False,
Roger Federer,Roger Federer_59.jpg,Ellen Degeneres_5.jpg,./Images/Roger Federer/Roger Federer_59.jpg,./Images/Ellen Degeneres/Ellen Degeneres_5.jpg,False,
Hugh Jackman,Hugh Jackman_13.jpg,Vijay Deverakonda_113.jpg,./Images/Hugh Jackman/Hugh Jackman_13.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_113.jpg,False,
Claire Holt,Claire Holt_2.jpg,Hrithik Roshan_25.jpg,./Images/Claire Holt/Claire Holt_2.jpg,./Images/Hrithik Roshan/Hrithik Roshan_25.jpg,False,
Kashyap,Kashyap_9.jpg,Akshay Kumar_12.jpg,./Images/Kashyap/Kashyap_9.jpg,./Images/Akshay Kumar/Akshay Kumar_12.jpg,False,
Anushka Sharma,Anushka Sharma_64.jpg,Elizabeth Olsen_45.jpg,./Images/Anushka Sharma/Anushka Sharma_64.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_45.jpg,False,
Virat Kohli,Virat Kohli_6.jpg,Robert Downey Jr_72.jpg,./Images/Virat Kohli/Virat Kohli_6.jpg,./Images/Robert Downey Jr/Robert Downey Jr_72.jpg,False,
Margot Robbie,Margot Robbie_35.jpg,Jessica Alba_66.jpg,./Images/Margot Robbie/Margot Robbie_35.jpg,./Images/Jessica Alba/Jessica Alba_66.jpg,False,
Natalie Portman,Natalie Portman_68.jpg,Charlize Theron_76.jpg,./Images/Natalie Portman/Natalie Portman_68.jpg,./Images/Charlize Theron/Charlize Theron_76.jpg,False,
Akshay Kumar,Akshay Kumar_21.jpg,Hrithik Roshan_27.jpg,./Images/Akshay Kumar/Akshay Kumar_21.jpg,./Images/Hrithik Roshan/Hrithik Roshan_27.jpg,False,
Ellen Degeneres,Ellen Degeneres_32.jpg,Vijay Deverakonda_95.jpg,./Images/Ellen Degeneres/Ellen Degeneres_32.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_95.jpg,False,
Vijay Deverakonda,Vijay Deverakonda_26.jpg,Natalie Portman_100.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_26.jpg,./Images/Natalie Portman/Natalie Portman_100.jpg,False,
Roger Federer,Roger Federer_49.jpg,Amitabh Bachchan_14.jpg,./Images/Roger Federer/Roger Federer_49.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_14.jpg,False,
Kashyap,Kashyap_1.jpg,Lisa Kudrow_33.jpg,./Images/Kashyap/Kashyap_1.jpg,./Images/Lisa Kudrow/Lisa Kudrow_33.jpg,False,
Zac Efron,Zac Efron_4.jpg,Elizabeth Olsen_10.jpg,./Images/Zac Efron/Zac Efron_4.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_10.jpg,False,
Marmik,Marmik_18.jpg,Roger Federer_35.jpg,./Images/Marmik/Marmik_18.jpg,./Images/Roger Federer/Roger Federer_35.jpg,False,
Jessica Alba,Jessica Alba_6.jpg,Dwayne Johnson_8.jpg,./Images/Jessica Alba/Jessica Alba_6.jpg,./Images/Dwayne Johnson/Dwayne Johnson_8.jpg,False,
Hugh Jackman,Hugh Jackman_85.jpg,Robert Downey Jr_8.jpg,./Images/Hugh Jackman/Hugh Jackman_85.jpg,./Images/Robert Downey Jr/Robert Downey Jr_8.jpg,False,
Tom Cruise,Tom Cruise_24.jpg,Natalie Portman_7.jpg,./Images/Tom Cruise/Tom Cruise_24.jpg,./Images/Natalie Portman/Natalie Portman_7.jpg,False,
Hrithik Roshan,Hrithik Roshan_88.jpg,Lisa Kudrow_11.jpg,./Images/Hrithik Roshan/Hrithik Roshan_88.jpg,./Images/Lisa Kudrow/Lisa Kudrow_11.jpg,False,
Alia Bhatt,Alia Bhatt_78.jpg,Zac Efron_86.jpg,./Images/Alia Bhatt/Alia Bhatt_78.jpg,./Images/Zac Efron/Zac Efron_86.jpg,False,
Charlize Theron,Charlize Theron_13.jpg,Vijay Deverakonda_25.jpg,./Images/Charlize Theron/Charlize Theron_13.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_25.jpg,False,
Marmik,Marmik_0.jpg,Elizabeth Olsen_51.jpg,./Images/Marmik/Marmik_0.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_51.jpg,False,
Alexandra Daddario,Alexandra Daddario_9.jpg,Andy Samberg_86.jpg,./Images/Alexandra Daddario/Alexandra Daddario_9.jpg,./Images/Andy Samberg/Andy Samberg_86.jpg,False,
Jessica Alba,Jessica Alba_42.jpg,Alia Bhatt_12.jpg,./Images/Jessica Alba/Jessica Alba_42.jpg,./Images/Alia Bhatt/Alia Bhatt_12.jpg,False,
Billie Eilish,Billie Eilish_66.jpg,Hugh Jackman_65.jpg,./Images/Billie Eilish/Billie Eilish_66.jpg,./Images/Hugh Jackman/Hugh Jackman_65.jpg,False,
Brad Pitt,Brad Pitt_115.jpg,Priyanka Chopra_27.jpg,./Images/Brad Pitt/Brad Pitt_115.jpg,./Images/Priyanka Chopra/Priyanka Chopra_27.jpg,False,
Elizabeth Olsen,Elizabeth Olsen_29.jpg,Lisa Kudrow_57.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_29.jpg,./Images/Lisa Kudrow/Lisa Kudrow_57.jpg,False,
Jessica Alba,Jessica Alba_66.jpg,Marmik_15.jpg,./Images/Jessica Alba/Jessica Alba_66.jpg,./Images/Marmik/Marmik_15.jpg,False,
Camila Cabello,Camila Cabello_59.jpg,Ellen Degeneres_17.jpg,./Images/Camila Cabello/Camila Cabello_59.jpg,./Images/Ellen Degeneres/Ellen Degeneres_17.jpg,False,
Amitabh Bachchan,Amitabh Bachchan_5.jpg,Virat Kohli_0.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_5.jpg,./Images/Virat Kohli/Virat Kohli_0.jpg,False,
Anushka Sharma,Anushka Sharma_23.jpg,Dwayne Johnson_41.jpg,./Images/Anushka Sharma/Anushka Sharma_23.jpg,./Images/Dwayne Johnson/Dwayne Johnson_41.jpg,False,
Brad Pitt,Brad Pitt_77.jpg,Akshay Kumar_22.jpg,./Images/Brad Pitt/Brad Pitt_77.jpg,./Images/Akshay Kumar/Akshay Kumar_22.jpg,False,
Kashyap,Kashyap_17.jpg,Claire Holt_45.jpg,./Images/Kashyap/Kashyap_17.jpg,./Images/Claire Holt/Claire Holt_45.jpg,False,
Hugh Jackman,Hugh Jackman_82.jpg,Zac Efron_30.jpg,./Images/Hugh Jackman/Hugh Jackman_82.jpg,./Images/Zac Efron/Zac Efron_30.jpg,False,
Dwayne Johnson,Dwayne Johnson_19.jpg,Priyanka Chopra_90.jpg,./Images/Dwayne Johnson/Dwayne Johnson_19.jpg,./Images/Priyanka Chopra/Priyanka Chopra_90.jpg,False,
Dwayne Johnson,Dwayne Johnson_55.jpg,Hrithik Roshan_73.jpg,./Images/Dwayne Johnson/Dwayne Johnson_55.jpg,./Images/Hrithik Roshan/Hrithik Roshan_73.jpg,False,
Natalie Portman,Natalie Portman_64.jpg,Robert Downey Jr_44.jpg,./Images/Natalie Portman/Natalie Portman_64.jpg,./Images/Robert Downey Jr/Robert Downey Jr_44.jpg,False,
Virat Kohli,Virat Kohli_14.jpg,Courtney Cox_28.jpg,./Images/Virat Kohli/Virat Kohli_14.jpg,./Images/Courtney Cox/Courtney Cox_28.jpg,False,
Camila Cabello,Camila Cabello_23.jpg,Billie Eilish_4.jpg,./Images/Camila Cabello/Camila Cabello_23.jpg,./Images/Billie Eilish/Billie Eilish_4.jpg,False,
Ellen Degeneres,Ellen Degeneres_29.jpg,Hugh Jackman_67.jpg,./Images/Ellen Degeneres/Ellen Degeneres_29.jpg,./Images/Hugh Jackman/Hugh Jackman_67.jpg,False,
Zac Efron,Zac Efron_64.jpg,Andy Samberg_25.jpg,./Images/Zac Efron/Zac Efron_64.jpg,./Images/Andy Samberg/Andy Samberg_25.jpg,False,
Camila Cabello,Camila Cabello_20.jpg,Courtney Cox_74.jpg,./Images/Camila Cabello/Camila Cabello_20.jpg,./Images/Courtney Cox/Courtney Cox_74.jpg,False,
Charlize Theron,Charlize Theron_47.jpg,Lisa Kudrow_38.jpg,./Images/Charlize Theron/Charlize Theron_47.jpg,./Images/Lisa Kudrow/Lisa Kudrow_38.jpg,False,
Robert Downey Jr,Robert Downey Jr_83.jpg,Anushka Sharma_27.jpg,./Images/Robert Downey Jr/Robert Downey Jr_83.jpg,./Images/Anushka Sharma/Anushka Sharma_27.jpg,False,
Zac Efron,Zac Efron_30.jpg,Margot Robbie_70.jpg,./Images/Zac Efron/Zac Efron_30.jpg,./Images/Margot Robbie/Margot Robbie_70.jpg,False,
Jessica Alba,Jessica Alba_7.jpg,Henry Cavill_82.jpg,./Images/Jessica Alba/Jessica Alba_7.jpg,./Images/Henry Cavill/Henry Cavill_82.jpg,False,
Ellen Degeneres,Ellen Degeneres_47.jpg,Brad Pitt_7.jpg,./Images/Ellen Degeneres/Ellen Degeneres_47.jpg,./Images/Brad Pitt/Brad Pitt_7.jpg,False,
Billie Eilish,Billie Eilish_4.jpg,Marmik_19.jpg,./Images/Billie Eilish/Billie Eilish_4.jpg,./Images/Marmik/Marmik_19.jpg,False,
Dwayne Johnson,Dwayne Johnson_17.jpg,Billie Eilish_81.jpg,./Images/Dwayne Johnson/Dwayne Johnson_17.jpg,./Images/Billie Eilish/Billie Eilish_81.jpg,False,
Virat Kohli,Virat Kohli_6.jpg,Vijay Deverakonda_81.jpg,./Images/Virat Kohli/Virat Kohli_6.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_81.jpg,False,
Ellen Degeneres,Ellen Degeneres_55.jpg,Virat Kohli_43.jpg,./Images/Ellen Degeneres/Ellen Degeneres_55.jpg,./Images/Virat Kohli/Virat Kohli_43.jpg,False,
Kashyap,Kashyap_7.jpg,Ellen Degeneres_26.jpg,./Images/Kashyap/Kashyap_7.jpg,./Images/Ellen Degeneres/Ellen Degeneres_26.jpg,False,
Virat Kohli,Virat Kohli_22.jpg,Robert Downey Jr_20.jpg,./Images/Virat Kohli/Virat Kohli_22.jpg,./Images/Robert Downey Jr/Robert Downey Jr_20.jpg,False,
Jessica Alba,Jessica Alba_12.jpg,Dwayne Johnson_53.jpg,./Images/Jessica Alba/Jessica Alba_12.jpg,./Images/Dwayne Johnson/Dwayne Johnson_53.jpg,False,
Alia Bhatt,Alia Bhatt_52.jpg,Andy Samberg_84.jpg,./Images/Alia Bhatt/Alia Bhatt_52.jpg,./Images/Andy Samberg/Andy Samberg_84.jpg,False,
Brad Pitt,Brad Pitt_6.jpg,Kashyap_29.jpg,./Images/Brad Pitt/Brad Pitt_6.jpg,./Images/Kashyap/Kashyap_29.jpg,False,
Roger Federer,Roger Federer_31.jpg,Anushka Sharma_11.jpg,./Images/Roger Federer/Roger Federer_31.jpg,./Images/Anushka Sharma/Anushka Sharma_11.jpg,False,
Ellen Degeneres,Ellen Degeneres_55.jpg,Alexandra Daddario_5.jpg,./Images/Ellen Degeneres/Ellen Degeneres_55.jpg,./Images/Alexandra Daddario/Alexandra Daddario_5.jpg,False,
Roger Federer,Roger Federer_1.jpg,Priyanka Chopra_64.jpg,./Images/Roger Federer/Roger Federer_1.jpg,./Images/Priyanka Chopra/Priyanka Chopra_64.jpg,False,
Dwayne Johnson,Dwayne Johnson_52.jpg,Ellen Degeneres_1.jpg,./Images/Dwayne Johnson/Dwayne Johnson_52.jpg,./Images/Ellen Degeneres/Ellen Degeneres_1.jpg,False,
Andy Samberg,Andy Samberg_17.jpg,Roger Federer_33.jpg,./Images/Andy Samberg/Andy Samberg_17.jpg,./Images/Roger Federer/Roger Federer_33.jpg,False,
Dwayne Johnson,Dwayne Johnson_34.jpg,Jessica Alba_76.jpg,./Images/Dwayne Johnson/Dwayne Johnson_34.jpg,./Images/Jessica Alba/Jessica Alba_76.jpg,False,
Margot Robbie,Margot Robbie_65.jpg,Hugh Jackman_26.jpg,./Images/Margot Robbie/Margot Robbie_65.jpg,./Images/Hugh Jackman/Hugh Jackman_26.jpg,False,
Alia Bhatt,Alia Bhatt_56.jpg,Amitabh Bachchan_53.jpg,./Images/Alia Bhatt/Alia Bhatt_56.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_53.jpg,False,
Hrithik Roshan,Hrithik Roshan_77.jpg,Andy Samberg_16.jpg,./Images/Hrithik Roshan/Hrithik Roshan_77.jpg,./Images/Andy Samberg/Andy Samberg_16.jpg,False,
Zac Efron,Zac Efron_89.jpg,Tom Cruise_43.jpg,./Images/Zac Efron/Zac Efron_89.jpg,./Images/Tom Cruise/Tom Cruise_43.jpg,False,
Margot Robbie,Margot Robbie_4.jpg,Anushka Sharma_41.jpg,./Images/Margot Robbie/Margot Robbie_4.jpg,./Images/Anushka Sharma/Anushka Sharma_41.jpg,False,
Priyanka Chopra,Priyanka Chopra_61.jpg,Alexandra Daddario_79.jpg,./Images/Priyanka Chopra/Priyanka Chopra_61.jpg,./Images/Alexandra Daddario/Alexandra Daddario_79.jpg,False,
Henry Cavill,Henry Cavill_58.jpg,Kashyap_25.jpg,./Images/Henry Cavill/Henry Cavill_58.jpg,./Images/Kashyap/Kashyap_25.jpg,False,
Claire Holt,Claire Holt_72.jpg,Hrithik Roshan_72.jpg,./Images/Claire Holt/Claire Holt_72.jpg,./Images/Hrithik Roshan/Hrithik Roshan_72.jpg,False,
Ellen Degeneres,Ellen Degeneres_34.jpg,Brad Pitt_61.jpg,./Images/Ellen Degeneres/Ellen Degeneres_34.jpg,./Images/Brad Pitt/Brad Pitt_61.jpg,False,
Kashyap,Kashyap_4.jpg,Courtney Cox_32.jpg,./Images/Kashyap/Kashyap_4.jpg,./Images/Courtney Cox/Courtney Cox_32.jpg,False,
Marmik,Marmik_19.jpg,Kashyap_18.jpg,./Images/Marmik/Marmik_19.jpg,./Images/Kashyap/Kashyap_18.jpg,False,
Tom Cruise,Tom Cruise_46.jpg,Charlize Theron_16.jpg,./Images/Tom Cruise/Tom Cruise_46.jpg,./Images/Charlize Theron/Charlize Theron_16.jpg,False,
Zac Efron,Zac Efron_21.jpg,Tom Cruise_21.jpg,./Images/Zac Efron/Zac Efron_21.jpg,./Images/Tom Cruise/Tom Cruise_21.jpg,False,
Henry Cavill,Henry Cavill_51.jpg,Courtney Cox_21.jpg,./Images/Henry Cavill/Henry Cavill_51.jpg,./Images/Courtney Cox/Courtney Cox_21.jpg,False,
Zac Efron,Zac Efron_71.jpg,Tom Cruise_46.jpg,./Images/Zac Efron/Zac Efron_71.jpg,./Images/Tom Cruise/Tom Cruise_46.jpg,False,
Margot Robbie,Margot Robbie_24.jpg,Amitabh Bachchan_0.jpg,./Images/Margot Robbie/Margot Robbie_24.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_0.jpg,False,
Claire Holt,Claire Holt_87.jpg,Margot Robbie_49.jpg,./Images/Claire Holt/Claire Holt_87.jpg,./Images/Margot Robbie/Margot Robbie_49.jpg,False,
Virat Kohli,Virat Kohli_21.jpg,Marmik_21.jpg,./Images/Virat Kohli/Virat Kohli_21.jpg,./Images/Marmik/Marmik_21.jpg,False,
Margot Robbie,Margot Robbie_26.jpg,Lisa Kudrow_28.jpg,./Images/Margot Robbie/Margot Robbie_26.jpg,./Images/Lisa Kudrow/Lisa Kudrow_28.jpg,False,
Hugh Jackman,Hugh Jackman_22.jpg,Lisa Kudrow_64.jpg,./Images/Hugh Jackman/Hugh Jackman_22.jpg,./Images/Lisa Kudrow/Lisa Kudrow_64.jpg,False,
Tom Cruise,Tom Cruise_29.jpg,Vijay Deverakonda_44.jpg,./Images/Tom Cruise/Tom Cruise_29.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_44.jpg,False,
Hugh Jackman,Hugh Jackman_34.jpg,Dwayne Johnson_55.jpg,./Images/Hugh Jackman/Hugh Jackman_34.jpg,./Images/Dwayne Johnson/Dwayne Johnson_55.jpg,False,
Courtney Cox,Courtney Cox_10.jpg,Dwayne Johnson_40.jpg,./Images/Courtney Cox/Courtney Cox_10.jpg,./Images/Dwayne Johnson/Dwayne Johnson_40.jpg,False,
Anushka Sharma,Anushka Sharma_26.jpg,Kashyap_1.jpg,./Images/Anushka Sharma/Anushka Sharma_26.jpg,./Images/Kashyap/Kashyap_1.jpg,False,
Elizabeth Olsen,Elizabeth Olsen_36.jpg,Amitabh Bachchan_51.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_36.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_51.jpg,False,
Anushka Sharma,Anushka Sharma_18.jpg,Virat Kohli_14.jpg,./Images/Anushka Sharma/Anushka Sharma_18.jpg,./Images/Virat Kohli/Virat Kohli_14.jpg,False,
Zac Efron,Zac Efron_22.jpg,Andy Samberg_29.jpg,./Images/Zac Efron/Zac Efron_22.jpg,./Images/Andy Samberg/Andy Samberg_29.jpg,False,
Kashyap,Kashyap_7.jpg,Roger Federer_70.jpg,./Images/Kashyap/Kashyap_7.jpg,./Images/Roger Federer/Roger Federer_70.jpg,False,
Kashyap,Kashyap_5.jpg,Akshay Kumar_35.jpg,./Images/Kashyap/Kashyap_5.jpg,./Images/Akshay Kumar/Akshay Kumar_35.jpg,False,
Hugh Jackman,Hugh Jackman_80.jpg,Margot Robbie_10.jpg,./Images/Hugh Jackman/Hugh Jackman_80.jpg,./Images/Margot Robbie/Margot Robbie_10.jpg,False,
Lisa Kudrow,Lisa Kudrow_62.jpg,Andy Samberg_57.jpg,./Images/Lisa Kudrow/Lisa Kudrow_62.jpg,./Images/Andy Samberg/Andy Samberg_57.jpg,False,
Henry Cavill,Henry Cavill_58.jpg,Lisa Kudrow_42.jpg,./Images/Henry Cavill/Henry Cavill_58.jpg,./Images/Lisa Kudrow/Lisa Kudrow_42.jpg,False,
Alia Bhatt,Alia Bhatt_56.jpg,Amitabh Bachchan_38.jpg,./Images/Alia Bhatt/Alia Bhatt_56.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_38.jpg,False,
Ellen Degeneres,Ellen Degeneres_28.jpg,Virat Kohli_6.jpg,./Images/Ellen Degeneres/Ellen Degeneres_28.jpg,./Images/Virat Kohli/Virat Kohli_6.jpg,False,
Henry Cavill,Henry Cavill_2.jpg,Alia Bhatt_40.jpg,./Images/Henry Cavill/Henry Cavill_2.jpg,./Images/Alia Bhatt/Alia Bhatt_40.jpg,False,
Alexandra Daddario,Alexandra Daddario_42.jpg,Billie Eilish_72.jpg,./Images/Alexandra Daddario/Alexandra Daddario_42.jpg,./Images/Billie Eilish/Billie Eilish_72.jpg,False,
Billie Eilish,Billie Eilish_94.jpg,Tom Cruise_36.jpg,./Images/Billie Eilish/Billie Eilish_94.jpg,./Images/Tom Cruise/Tom Cruise_36.jpg,False,
Priyanka Chopra,Priyanka Chopra_73.jpg,Virat Kohli_32.jpg,./Images/Priyanka Chopra/Priyanka Chopra_73.jpg,./Images/Virat Kohli/Virat Kohli_32.jpg,False,
Amitabh Bachchan,Amitabh Bachchan_46.jpg,Alia Bhatt_25.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_46.jpg,./Images/Alia Bhatt/Alia Bhatt_25.jpg,False,
Brad Pitt,Brad Pitt_42.jpg,Kashyap_22.jpg,./Images/Brad Pitt/Brad Pitt_42.jpg,./Images/Kashyap/Kashyap_22.jpg,False,
Hugh Jackman,Hugh Jackman_33.jpg,Henry Cavill_97.jpg,./Images/Hugh Jackman/Hugh Jackman_33.jpg,./Images/Henry Cavill/Henry Cavill_97.jpg,False,
Anushka Sharma,Anushka Sharma_43.jpg,Tom Cruise_6.jpg,./Images/Anushka Sharma/Anushka Sharma_43.jpg,./Images/Tom Cruise/Tom Cruise_6.jpg,False,
Alexandra Daddario,Alexandra Daddario_50.jpg,Hrithik Roshan_51.jpg,./Images/Alexandra Daddario/Alexandra Daddario_50.jpg,./Images/Hrithik Roshan/Hrithik Roshan_51.jpg,False,
Margot Robbie,Margot Robbie_41.jpg,Charlize Theron_58.jpg,./Images/Margot Robbie/Margot Robbie_41.jpg,./Images/Charlize Theron/Charlize Theron_58.jpg,False,
Hrithik Roshan,Hrithik Roshan_61.jpg,Anushka Sharma_28.jpg,./Images/Hrithik Roshan/Hrithik Roshan_61.jpg,./Images/Anushka Sharma/Anushka Sharma_28.jpg,False,
Ellen Degeneres,Ellen Degeneres_18.jpg,Courtney Cox_70.jpg,./Images/Ellen Degeneres/Ellen Degeneres_18.jpg,./Images/Courtney Cox/Courtney Cox_70.jpg,False,
Lisa Kudrow,Lisa Kudrow_5.jpg,Tom Cruise_20.jpg,./Images/Lisa Kudrow/Lisa Kudrow_5.jpg,./Images/Tom Cruise/Tom Cruise_20.jpg,False,
Margot Robbie,Margot Robbie_5.jpg,Lisa Kudrow_23.jpg,./Images/Margot Robbie/Margot Robbie_5.jpg,./Images/Lisa Kudrow/Lisa Kudrow_23.jpg,False,
Brad Pitt,Brad Pitt_92.jpg,Robert Downey Jr_4.jpg,./Images/Brad Pitt/Brad Pitt_92.jpg,./Images/Robert Downey Jr/Robert Downey Jr_4.jpg,False,
Billie Eilish,Billie Eilish_66.jpg,Courtney Cox_41.jpg,./Images/Billie Eilish/Billie Eilish_66.jpg,./Images/Courtney Cox/Courtney Cox_41.jpg,False,
Amitabh Bachchan,Amitabh Bachchan_3.jpg,Charlize Theron_31.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_3.jpg,./Images/Charlize Theron/Charlize Theron_31.jpg,False,
Brad Pitt,Brad Pitt_33.jpg,Virat Kohli_5.jpg,./Images/Brad Pitt/Brad Pitt_33.jpg,./Images/Virat Kohli/Virat Kohli_5.jpg,False,
Tom Cruise,Tom Cruise_25.jpg,Robert Downey Jr_12.jpg,./Images/Tom Cruise/Tom Cruise_25.jpg,./Images/Robert Downey Jr/Robert Downey Jr_12.jpg,False,
Alia Bhatt,Alia Bhatt_22.jpg,Courtney Cox_3.jpg,./Images/Alia Bhatt/Alia Bhatt_22.jpg,./Images/Courtney Cox/Courtney Cox_3.jpg,False,
Brad Pitt,Brad Pitt_55.jpg,Charlize Theron_41.jpg,./Images/Brad Pitt/Brad Pitt_55.jpg,./Images/Charlize Theron/Charlize Theron_41.jpg,False,
Ellen Degeneres,Ellen Degeneres_33.jpg,Alexandra Daddario_90.jpg,./Images/Ellen Degeneres/Ellen Degeneres_33.jpg,./Images/Alexandra Daddario/Alexandra Daddario_90.jpg,False,
Margot Robbie,Margot Robbie_50.jpg,Camila Cabello_61.jpg,./Images/Margot Robbie/Margot Robbie_50.jpg,./Images/Camila Cabello/Camila Cabello_61.jpg,False,
Andy Samberg,Andy Samberg_85.jpg,Charlize Theron_53.jpg,./Images/Andy Samberg/Andy Samberg_85.jpg,./Images/Charlize Theron/Charlize Theron_53.jpg,False,
Alexandra Daddario,Alexandra Daddario_74.jpg,Zac Efron_10.jpg,./Images/Alexandra Daddario/Alexandra Daddario_74.jpg,./Images/Zac Efron/Zac Efron_10.jpg,False,
Hugh Jackman,Hugh Jackman_0.jpg,Lisa Kudrow_65.jpg,./Images/Hugh Jackman/Hugh Jackman_0.jpg,./Images/Lisa Kudrow/Lisa Kudrow_65.jpg,False,
Jessica Alba,Jessica Alba_36.jpg,Henry Cavill_69.jpg,./Images/Jessica Alba/Jessica Alba_36.jpg,./Images/Henry Cavill/Henry Cavill_69.jpg,False,
Hugh Jackman,Hugh Jackman_55.jpg,Robert Downey Jr_13.jpg,./Images/Hugh Jackman/Hugh Jackman_55.jpg,./Images/Robert Downey Jr/Robert Downey Jr_13.jpg,False,
Elizabeth Olsen,Elizabeth Olsen_47.jpg,Billie Eilish_90.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_47.jpg,./Images/Billie Eilish/Billie Eilish_90.jpg,False,
Jessica Alba,Jessica Alba_53.jpg,Ellen Degeneres_15.jpg,./Images/Jessica Alba/Jessica Alba_53.jpg,./Images/Ellen Degeneres/Ellen Degeneres_15.jpg,False,
Amitabh Bachchan,Amitabh Bachchan_8.jpg,Kashyap_21.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_8.jpg,./Images/Kashyap/Kashyap_21.jpg,False,
Robert Downey Jr,Robert Downey Jr_46.jpg,Andy Samberg_76.jpg,./Images/Robert Downey Jr/Robert Downey Jr_46.jpg,./Images/Andy Samberg/Andy Samberg_76.jpg,False,
Ellen Degeneres,Ellen Degeneres_22.jpg,Hrithik Roshan_84.jpg,./Images/Ellen Degeneres/Ellen Degeneres_22.jpg,./Images/Hrithik Roshan/Hrithik Roshan_84.jpg,False,
